X,Y,latitude,longitude
28506.99187,32276.15459,1.3081685898826905,103.83787414402506
31871.36676,34635.54476,1.3295058386627783,103.86810495827247
35865.06058,32029.93615,1.3059408818822467,103.90398983638951
31897.04829,36291.95203,1.3444857924384306,103.86833593320294
29128.41547,33129.81771,1.315888801390972,103.84345796378476
36849.57694,32277.58179,1.3081802336825863,103.91283624254952
41579.14942,33734.9285,1.321358215622225,103.95533429007301
34317.20355,32938.76151,1.3141603285467227,103.89008180525383
28477.79744,31123.05095,1.2977403271616723,103.83761180049198
35830.17637,33173.96039,1.3162870345229272,103.90367667433738
32777.03529,37351.55882,1.3540683698038984,103.87624331932764
33954.95368,31214.58103,1.2985675270653496,103.88682648063005
33480.99273,32635.69705,1.3114196819495036,103.8825679821696
32057.46143,36154.27545,1.3432406733793594,103.86977732439544
28589.68572,32272.0765,1.3081317076108478,103.83861718780629
40573.41451,39132.10916,1.370168734312916,103.94629949741424
28791.95673,31976.2386,1.305456249421995,103.84043468218866
19298.64882,33975.46316,1.3235353000232821,103.75513231586261
38796.5634,35455.3254,1.3369179625862995,103.93033194353295
31584.28768,34396.56779,1.3273446510979727,103.86552536570325
24856.34284,32877.65229,1.313608166204355,103.80507125362257
19233.15404,33450.04841,1.3187836205412227,103.7545439605277
27844.79141,30238.74594,1.2897429867538193,103.83192396584307
33353.017,32734.88809,1.3123167528953872,103.88141807498255
36799.99026,34528.70179,1.3285385622920147,103.91239132504887
27112.18053,30635.00911,1.2933266393598546,103.82534114260224
34689.79471,33007.708,1.314783777118601,103.89342973644933
37075.84589,32960.14849,1.314353054172018,103.91486957519007
30067.46735,33873.62654,1.3226154964336,103.85189587027283
38654.4313,32815.3446,1.3130429942016828,103.92905388925709
26813.75393,30331.84689,1.2905849368973539,103.82265966376863
28665.76136,34202.41275,1.3255889852370526,103.83930080538295
35669.129,40006.05377,1.3780740543698544,103.90223131854462
27452.50833,29696.2678,1.2848370004974619,103.82839914939277
30391.5293,34012.1933,1.3238686214823339,103.8548077494961
36033.35851,31863.74738,1.3044378871673652,103.90550202856424
40496.79424,34534.00683,1.328585244843876,103.94560910499735
29427.62797,34091.53142,1.3245861876194533,103.84614658416415
33341.91719,38205.82943,1.3617939903990623,103.88131929843215
32748.18177,32801.6069,1.3129202332934387,103.8759833436632
33908.56045,32799.42485,1.3129002987483547,103.8864099175997
27733.64651,30836.64497,1.2951501747025156,103.83092527780809
28118.22775,33056.90396,1.3152294156363367,103.83438091508981
35367.5571,39070.2053,1.369610658316359,103.89952124252646
30268.39183,34020.71305,1.323945680477599,103.85370129411717
39736.8993,32883.44478,1.3136584733386951,103.93878041236614
28676.52894,32936.39658,1.3141395822484838,103.83939753018586
28951.38329,31057.66079,1.2971489507193603,103.84186717674307
32802.51165,32556.66446,1.3107050524918709,103.87647148651047
42455.5747,38043.39218,1.3603219292930877,103.96321146677656
33198.59269,36554.61109,1.3468609899465345,103.88003114585538
33713.19347,32757.46998,1.31252091074391,103.8846544413868
30180.13629,34091.58498,1.3245866275331861,103.85290827590035
27371.21852,32333.27859,1.3086851968955495,103.82766867517829
36500.16413,33229.4027,1.316788256549776,103.90969686504853
23054.95508,28982.82233,1.2783844675061429,103.78888550400283
32046.00368,40853.30852,1.3857370451246909,103.86967500733562
20728.54272,39523.24916,1.373707845476391,103.76797932780764
13795.29085,35796.09887,1.339998378085363,103.70568094000659
28379.77341,33514.48942,1.319367654792854,103.83673104034268
42581.89939,37936.90837,1.3593588684508793,103.96434652365909
22715.67162,29148.86777,1.2798860688233848,103.78583688847961
22424.4087,33817.6767,1.3221090667648534,103.78321894843818
23979.27194,32647.44383,1.3115261403451275,103.79719036552159
30722.23364,31272.19096,1.2990889815801243,103.8577790643495
21769.18356,30280.83392,1.290122995871227,103.77733211454958
20997.21582,35979.48489,1.341659388438964,103.77039437581945
23173.41738,31555.24241,1.3016485427314417,103.78994953778046
33914.75546,32707.12965,1.3120656126996693,103.88646556519772
34093.89845,31086.03276,1.2974049553754146,103.88807493567026
29473.03796,33538.27509,1.3195827309650792,103.84655459087061
25140.84569,33000.13348,1.3147158705181474,103.80762764194283
20692.75802,37525.39566,1.3556399742120104,103.76765826686457
34124.51492,34751.46848,1.3305538407922919,103.8883507632483
20708.74207,36106.82298,1.3428109196718232,103.76780223714456
32955.61377,39548.36471,1.3739354635462624,103.87784832679762
27962.14447,33010.18263,1.3148068846190242,103.83297842816779
29409.42425,34136.07524,1.3249890270049447,103.84598301599577
32529.04515,36479.9736,1.346186103710541,103.87401483747904
33698.5967,32667.28592,1.3117053209591467,103.884523265663
27137.82703,33080.26508,1.3154406734310247,103.82557151958733
36986.10024,32845.55748,1.313316760922944,103.91406313309756
29031.69824,33039.85659,1.3150752281940563,103.84258890748642
31746.23374,31056.23099,1.2971358094966097,103.86698013587403
38736.06181,37421.49823,1.3546993272165606,103.92978900082838
34336.72378,33126.88664,1.3158616609418676,103.89025724274433
20966.49858,30371.47718,1.2909425711349374,103.77011964030318
15309.38074,36075.85878,1.342529097754072,103.7192857889762
31998.25386,38798.03597,1.3671499054716478,103.86924566078446
27712.19987,38551.84038,1.3649236692511897,103.83073249741804
28778.12569,40900.87079,1.3861674514254985,103.84031063316199
35617.18224,39498.16044,1.3734808655436084,103.90176440822222
39897.96934,39580.24586,1.3742217956524247,103.94023033760932
36945.18647,41550.65345,1.3920424851217401,103.91369809283195
32003.72248,34658.1597,1.3297103429882726,103.86929425068821
33415.70147,31482.73887,1.3009927498219664,103.88198110786158
29015.83941,30782.8775,1.2946639052794504,103.842446334458
32841.07715,38035.69742,1.360255463518308,103.87681888710358
40203.67541,33343.05317,1.3178148200125874,103.94297480250782
28334.42046,31274.78228,1.2991125337829872,103.83632349654684
29675.30465,32778.24949,1.3127093176840638,103.84837202100768
34082.57525,33181.79322,1.3163582678214156,103.88797360135962
28109.2064,29590.49282,1.2838804133009543,103.83429984179443
23821.66427,34670.00724,1.3298174639680336,103.79577390892317
36795.45416,32559.32161,1.310728202276817,103.91235000369096
27558.1896,30880.98557,1.295551173495274,103.82934872087097
33344.05669,32555.51002,1.3106945230448592,103.88133753129189
42633.31253,37455.81946,1.3550080579654424,103.96480826873211
31132.93556,31766.48997,1.3035592086177457,103.86146945379149
37160.22051,32175.13357,1.3072536385000537,103.91562749089282
30107.34324,33719.03787,1.3212174485126533,103.85225416570812
40583.16983,39287.30121,1.3715722288660146,103.94638722149806
35561.76332,31416.09644,1.3003896112719568,103.90126442088196
28898.83219,30971.67924,1.2963713653901145,103.84139497952842
29527.21987,31344.16831,1.2997400009630748,103.8470413356787
35501.64195,32269.10451,1.3081039249602637,103.90072440880377
23892.58406,32467.57574,1.3098994656856005,103.79641145633349
22586.70781,29092.50241,1.279376298590819,103.78467810970974
21822.14526,33291.13256,1.3173470740406534,103.7778074007778
33216.13819,36487.90556,1.3462577259971675,103.88018879145793
27839.81112,31051.6092,1.2970942363278246,103.83187921169129
29514.50087,31604.33521,1.3020928593729615,103.84692706234546
20362.19269,31258.67355,1.29896591568377,103.7646894869247
27688.40949,31416.63421,1.300395392913927,103.83051879779708
31133.7449187619,32602.12515511,1.3111163976696918,103.86147681040083
19564.896,33178.65179,1.3163293006969938,103.75752490501411
42848.7526,38008.89133,1.3600097228027692,103.96674440645664
40570.06691,34892.84579,1.3318304207659517,103.94626764666401
33746.62688,32743.004,1.3123900793571368,103.88495485430776
31656.92512,34458.46464,1.3279044155701678,103.86617806017496
26798.73451,33459.59299,1.3188711695948119,103.82252458729879
28314.6397,37103.38572,1.3518243611143475,103.83614581704397
35553.98376,31625.17316,1.3022804280752622,103.90119456860504
19812.21892,40264.7384,1.3804133625001602,103.75974530091078
32003.49216,32446.51411,1.3097090058659764,103.86929189388694
24372.86421,32757.1245,1.31251810234211,103.80072697186246
35836.1056,32745.39396,1.312411232450361,103.90372984291362
30763.33428,32339.88812,1.3087448540597322,103.85814846648627
30069.33817,33352.78206,1.3179051631666614,103.85191264561573
21139.22182,35681.07342,1.3389606952851043,103.77167045164083
24353.91096,32362.57863,1.308949967016369,103.80055671395596
35321.41924,32129.37777,1.306840329655055,103.8991049896656
35790.2461,32398.041,1.3092699088066506,103.90331768573986
27320.53781,30780.52579,1.2946426462889087,103.8272133184811
28666.83421,31027.61664,1.2968772493733836,103.83931037742168
27688.67924,32922.34182,1.3140124817750198,103.83052120647392
36707.79229,32765.46499,1.3125925134104965,103.9115623776294
29038.41945,29625.78918,1.2841996042982031,103.84264918781342
26003.50402,31399.6005,1.3002412833694914,103.81537916274088
35033.51492,41205.6001,1.3889224744443367,103.89652015004938
29233.91673,46377.64535,1.435697410659555,103.84440649840502
36390.61028,33195.16052,1.3164786127867494,103.90871245941617
25546.7241,34305.74976,1.3265234368858843,103.81127455897565
34091.83303,32765.73389,1.3125955740098518,103.88805670527013
28620.63786,30989.762,1.296534906277826,103.83889528218657
30404.37277,29129.9433,1.2797152736972925,103.8549227793937
32885.45841,38761.30589,1.3668175985288473,103.87721780109327
38568.40802,32883.08859,1.3136556757531983,103.9282809515754
29250.20222,28636.64107,1.2752540879942054,103.84455210067789
27464.40981,30738.4649,1.2942622651970626,103.82850607115728
22716.14904,29111.15656,1.2795450220567643,103.78584118455085
18683.51023,37663.81438,1.3568912219868803,103.74960383987684
20166.63779,39717.8952,1.3754680090139515,103.76293016052615
39966.21044,40483.54311,1.3823908506358995,103.94084389829393
29067.63596,33031.12502,1.3149962617328934,103.84291182569837
25215.63452,34111.31311,1.3247649923038836,103.80829955661687
28791.8267,33073.61528,1.3153805369708496,103.84043354175245
22403.57726,45674.11268,1.4293343884772851,103.78302952135255
28635.45317,30806.53519,1.2948778671528889,103.83902840053351
31724.72573,34754.18525,1.3305787993727016,103.86678732182357
36873.41871,34549.04506,1.3287225181110145,103.91305112547366
16020.23633,35382.36308,1.3362576712913494,103.72567351671259
28534.09299,31020.04041,1.2968087351659512,103.83811763914868
31553.47853,37151.02587,1.3522549921942884,103.86524885101373
19672.76122,37167.34814,1.3524016550590652,103.7584930378096
27530.10736,33337.25117,1.3177647733896596,103.82909635252756
28326.41341,32120.82767,1.3067638704012796,103.8362515584278
26224.99746,30500.67394,1.2921117214829736,103.81736943201032
39605.65444,32866.99259,1.313509735586625,103.93760110767174
27419.32902,39313.92505,1.3718156865875837,103.82810083717497
29976.78682,33908.82431,1.3229338186013333,103.85108105988219
40387.42462,33752.59664,1.3215185057058094,103.9446260450563
36687.40185,33429.10252,1.3185942170565013,103.91137934609964
37665.823674789,32401.4050554049,1.309299801705801,103.92017064129112
29300.38248,33306.58248,1.3174873927150517,103.84500318190166
27538.68463,33215.23217,1.3166612767866155,103.82917342553147
32931.9314,32595.48136,1.311056078308099,103.87763439196723
24129.85206,33018.34727,1.3148804788263817,103.79854335520567
36520.33885,33525.57212,1.3194667001510112,103.90987822681652
29412.73928,31426.03179,1.3004803508513576,103.84601267987182
28251.04963,33135.88538,1.3159436949187022,103.83557438729892
28373.81457,25016.55452,1.2425153113552772,103.83667739744463
42215.48671,39913.10999,1.377231063165354,103.96105501583244
21102.66267,38632.97221,1.3656565935578058,103.77134126901385
28118.3215293701,29809.5672245307,1.2858616453115275,103.83438174562636
28987.87845,30693.12464,1.2938522128731242,103.84219509035827
40148.2875,35004.45059,1.3328399050076556,103.94247777234966
31553.97315,34133.7542,1.3249678619166874,103.86525294263915
33653.6560105406,33158.3197963521,1.3161460645355538,103.88411954130991
28085.31785,33132.01384,1.3159086829770992,103.8340852032456
16881.81583,36268.05051,1.3442678309564886,103.73341497090644
29165.69675,33117.95904,1.3157815543779638,103.84379295452186
37981.87142,33293.83402,1.3173705037379464,103.92301076724861
38613.24486,37327.74055,1.3538514612679822,103.92868537941956
27378.54896,30970.75571,1.296363019995076,103.82773456990132
27640.05901,31781.39377,1.3036941494052283,103.83008434267987
28734.90485,30865.17038,1.295408141011469,103.83992201821206
42823.00477,37911.92475,1.3591328068500255,103.96651299760252
35773.41251,31380.26969,1.3000655547754618,103.90316617412967
30290.89244,32845.87475,1.3133208569980612,103.85390338691924
29057.36712,33156.7712,1.3161325617582942,103.8428195592939
32837.44021,32553.19001,1.3106736253408604,103.87678533604013
36443.3497,32959.87767,1.3143507851820924,103.9091862852693
33921.65774,33166.65187,1.3162213663191105,103.88652767347645
26066.104,30327.54749,1.2905460173378784,103.81594171786827
29805.59351,31893.4118,1.3047071505715009,103.84954267952835
33298.51698,33539.137,1.3195901029346104,103.88092850342257
31809.5587,35436.60579,1.3367503572418789,103.86754967861985
28332.74474,32059.13773,1.306205968259502,103.83630844777325
31638.62544,36849.96692,1.3495323123401302,103.86601391387356
42117.48996,40021.49623,1.3782113144485053,103.9601744973987
28905.69899,44424.23758,1.4180315096587839,103.84145708666634
22090.8437,35409.52156,1.3365050790740263,103.78022138410219
28560.46504,32076.93055,1.306366876976358,103.83835462249584
28979.67406,31257.28459,1.298954277235581,103.84212138799083
30831.99442,32653.17818,1.311578132363453,103.85876543939064
27801.48189,32132.59269,1.3068702701532269,103.83153479977194
39056.55287,32968.07756,1.3144241132450953,103.93266720048653
22238.28068,45621.41522,1.4288577786852081,103.7815441891064
28073.61526,31038.16032,1.2969726097251275,103.83398004470276
29078.09413,33061.34704,1.3152695786428281,103.84300579867188
27136.87236,30461.83428,1.2917605077652854,103.82556301398654
36068.02058,33434.83733,1.3186462499317106,103.90581389191482
20292.23213,38335.92049,1.3629699656446934,103.76405907460752
27352.72247,40360.08956,1.3812768228262393,103.82750230698426
36447.41726,33990.95926,1.3236755133980487,103.9092231167797
29907.80464,33966.18463,1.3234525694098893,103.85046122188848
30103.59284,33754.87736,1.321541568430462,103.85222046884219
27629.90537,33075.52484,1.3153978142720666,103.82999309202836
32544.14922,38337.74531,1.362987123151901,103.87415083795253
32911.55529,32409.35161,1.3093727902544703,103.87745127325559
37003.98015,33209.11504,1.3166046386142372,103.91422389866064
27227.81406,31613.02626,1.3021714854004203,103.82638013503689
20695.13436,37197.63854,1.3526758580247409,103.7676796995649
27684.57239,30628.56894,1.2932684077798824,103.83048432768992
28638.10093,33203.371,1.3165540054465046,103.83905224078521
22818.65314,36026.54095,1.3420853151877912,103.78676106694819
24187.11613,32707.93742,1.3120732493690723,103.79905793983384
35531.53332,32298.37327,1.3083686138476927,103.90099300398012
38684.80981,32753.21031,1.3124810638712647,103.92932683343723
28432.31899,30670.78738,1.2936502151508242,103.83720315030484
31997.54112,34536.50344,1.3286101278814408,103.86923869185023
41767.78757,39988.04605,1.377908970006884,103.95703215636875
18486.15509,39996.6643,1.377988597890319,103.74782972997227
27617.29738,30811.75328,1.2949250617943424,103.82987983079924
22616.30092,29336.19355,1.2815801600971664,103.78494397356225
42208.64569,39722.60258,1.375508189898642,103.96099345280345
29232.25178,28575.57182,1.2747017997957666,103.8443908070964
27440.82008,33211.48255,1.3166273649151499,103.8282940627673
31398.85485,40343.88313,1.3811300676039624,103.86385982329496
29448.48812,33198.83576,1.3165129628308452,103.8463339818819
31353.11222,40539.51842,1.3828993281491118,103.86344881398844
34767.56562,31017.39485,1.2967840795314687,103.89412811434656
41858.5362,33743.96198,1.3214397856861884,103.95784472554067
24930.63375,33043.00412,1.3151035571171026,103.805738777989
25843.716,33789.16099,1.321851613541657,103.81394322914106
30008.62208,41142.15248,1.3883494576746847,103.85136760060671
27089.844,30594.86229,1.2929635649903646,103.82514044051742
27028.33135,31450.47843,1.300701454455679,103.82458769664122
34483.90562,32947.41239,1.314238529313517,103.89157970783454
23476.60846,29035.15683,1.278857825448734,103.79267420897304
22938.90029,29009.1099,1.2786221846234131,103.78784270440751
28402.13149,32977.79507,1.3145139803763453,103.83693193233621
37067.79738,32588.05068,1.3109879386862981,103.91479714646567
21621.41964,33141.89706,1.3159974004642918,103.7760038100487
31403.39782,34059.82126,1.3242992558277493,103.86389993411137
28517.93663,31909.12548,1.3048493077980354,103.83797248184852
27610.90506,32915.14684,1.3139474120257169,103.8298223666763
27095.60009,30528.61965,1.2923644900084539,103.82519216334173
39804.59742,32774.25885,1.3126710101188097,103.93938867107285
34163.71257,37542.52927,1.355795183593979,103.88870354401398
23364.34511,28808.08032,1.2768042093255025,103.79166551391414
20263.00138,37813.71348,1.3582473074619015,103.76379655191484
37295.1264,32521.87376,1.3103893908895112,103.91683978695193
40172.11991,34359.36559,1.3270059858621295,103.942691662914
27397.20101,30864.71209,1.2954039991605368,103.82790216876894
33032.21482,32677.54063,1.3117981769555482,103.87853550060991
32231.84513,31004.5202,1.2966680932370624,103.87134356005613
25475.07971,34546.82511,1.3287036309843647,103.8106307752586
29993.38804,41538.79557,1.3919365563839867,103.85123073799649
27010.47484,47099.91716,1.4422293845336092,103.82442672464107
29766.87506,31767.5902,1.3035692666195706,103.84919476907157
28774.20904,33349.02963,1.317871287512497,103.84027524507414
33267.41601,41610.68182,1.3925862602821253,103.88065046262489
35888.20998,41512.03548,1.391693544795218,103.90420032509752
29274.05979,33359.89569,1.3179695396469535,103.8447666612482
35676.13849,43152.15629,1.4065262540133185,103.90229513067496
31468.42161,34059.55368,1.3242968286094932,103.86448420765629
18372.08165,42087.15718,1.3968942071657686,103.74680401063652
38350.2955,36680.1767,1.3479952242609112,103.92632239053232
36093.25424,31935.89339,1.305090334144822,103.90604023789945
34991.97898,41543.29843,1.391976505171791,103.89614699837979
36816.96074,32405.15612,1.3093339791569654,103.91254320684358
21727.31309,30264.77223,1.2899777312985539,103.77695589436487
22509.49107,45852.04014,1.4309435202293381,103.78398122071248
20174.15207,37939.23056,1.3593824151027796,103.76299814993185
38600.88768,35570.64323,1.3379609239514183,103.92857372590147
23091.69803,29229.27136,1.2806132712151894,103.78921561498983
33600.09956,32905.46221,1.3138593204993796,103.88363826382717
37989.73597,32776.04007,1.312687761289161,103.92308126691557
20520.01005,38554.35584,1.3649454740352134,103.7661057574012
31774.96982,34407.82642,1.3274464471032652,103.86723875029008
29441.68851,28475.31025,1.2737950604618153,103.84627266727675
35931.53193,32476.7846,1.309982001616314,103.90458722630662
35264.58499,31241.98153,1.2988150492252224,103.89859410080685
27736.65216,32400.42136,1.3092924177305203,103.83095227160436
29263.87962,33453.21926,1.3188135254466777,103.84467519100822
24619.92359,29396.21689,1.2821232686607351,103.80294728485812
29781.2066,34005.01297,1.3238037268124638,103.84932367321932
30039.61554,34407.83856,1.3274467225664408,103.85164564246652
30299.34802,34107.09735,1.3247269071631407,103.8539794585099
28612.30566,35923.33987,1.3411524412548568,103.83882051143594
29142.68828,34739.38307,1.3304451405170612,103.84358627197456
28968.0874,33822.95836,1.322157325901122,103.84201735659532
29472.90906,31613.95823,1.3021798885750318,103.84655334136635
26997.99929,45337.78363,1.4262932867540952,103.82431468197947
25132.01059,28249.49619,1.2717527802311575,103.80754868769944
35508.41576,31444.93743,1.3006504517867319,103.90078507622935
38507.11293,35527.28909,1.3375688777944035,103.92773109097085
29635.30532,32830.71529,1.313183801997171,103.84801260999629
33906.59799,32851.72426,1.3133732763272725,103.88639229390387
27255.56874,32140.03588,1.3069375753850156,103.82662951092729
42969.18095,37364.48955,1.354181938349603,103.96782621064368
28395.38179,45566.22373,1.428359231460566,103.8368714500717
29831.6482,34422.53948,1.3275796856928044,103.8497769428766
33438.51947,36074.49852,1.3425189814806913,103.88218694935836
27118.60637,47312.08009,1.4441481126914366,103.82539838579592
36570.16594,32742.61821,1.312385934002134,103.91032573159141
36404.17987,33104.31121,1.315657000714991,103.90883436427302
31619.87138,37445.08376,1.354914338697229,103.86584546849117
30681.6277,32591.44485,1.3110198514045597,103.85741431533592
35964.92382,32171.53562,1.3072214310332213,103.90488719019103
25645.31319,34442.52438,1.3277603858406644,103.81216042508385
34247.0799240366,33205.6720504613,1.3165741863927634,103.88945176361112
21597.74374,36599.0318,1.3472624814687417,103.77579034516958
34018.37398,32740.14734,1.3123641928313325,103.88739663468311
25716.46145,34517.96521,1.3284426513823944,103.81279972560971
28133.56141,31026.89422,1.2968707228834284,103.83451868715615
31261.01637,34473.24984,1.3280381726563766,103.8626206044709
38076.76044,32801.97541,1.3129222826923417,103.92386323233556
29103.76764,34387.83518,1.327265867357776,103.84323653561019
33846.87047,32783.06877,1.3127523919751902,103.8858555996836
33051.95107,38124.69547,1.3610602947983195,103.8787137446229
35506.10206,31410.15632,1.300335904449468,103.90076427825484
41485.91699,33757.03694,1.321558197346372,103.95449655921207
33614.22082,31275.29265,1.2991166447115052,103.88376485638328
28289.69363,30856.75257,1.295332020587528,103.8359216021455
27608.03246,30930.47687,1.2959987560759993,103.82979657999985
27938.24409,37961.01369,1.3595804446767454,103.83276366091515
33625.71977,38321.27584,1.3628379937155493,103.88386947663743
28655.7944,40780.85814,1.385082103031288,103.83921139028826
20739.88176,36357.21878,1.345075416403722,103.76808198578523
29457.22164,29342.38722,1.281636599853999,103.8464122776707
27194.5001625275,30638.1627026087,1.2933551615781425,103.82608081953096
28337.67349,30936.48529,1.296053094787137,103.83635272284793
34446.9067,33088.42795,1.3155138313765282,103.89124728357287
27607.19184,32981.96269,1.3145516709383887,103.8297890006873
32853.23424,32458.80668,1.3098200535613942,103.87692723831154
30797.83529,32860.99112,1.3134575221982905,103.85845852161331
20400.82976,31126.65365,1.2977719844799305,103.76503669003992
27822.0557,32670.82699,1.3117378714819472,103.83171966210438
30228.88262,32603.44631,1.3111284244155341,103.8533461804494
29363.18497,34160.26988,1.3252078368639268,103.84556753221042
30617.47428,32811.0628,1.3130060039984426,103.85683788405578
